endpoint,p,r,g,u_A,u_B,scenario,total_expected_cost_ceiling
suitability_full_bridge,0.21052631578947367,0.875,0,0.31,0.31,equal,219.0815789473684
suitability_full_bridge,0.21052631578947367,0.875,0,0.31,0.51,differential,178.73473684210524
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.31,0.31,equal,167.17289473684195
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.31,0.51,differential,129.36168421052616
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.31,0.31,equal,115.26421052631554
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.31,0.51,differential,79.9886315789472
suitability_full_bridge,0.21052631578947367,0.875,1,0.31,0.31,equal,46.05263157894751
suitability_full_bridge,0.21052631578947367,0.875,1,0.31,0.51,differential,14.157894736842309
suitability_full_bridge,0.21052631578947367,0.875,0,0.32,0.32,equal,224.6631578947368
suitability_full_bridge,0.21052631578947367,0.875,0,0.32,0.52,differential,183.83789473684203
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.32,0.32,equal,171.07999999999993
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.32,0.52,differential,132.93389473684203
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.32,0.32,equal,117.49684210526311
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.32,0.52,differential,82.02989473684215
suitability_full_bridge,0.21052631578947367,0.875,1,0.32,0.32,equal,46.052631578947285
suitability_full_bridge,0.21052631578947367,0.875,1,0.32,0.52,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.33,0.33,equal,230.24473684210525
suitability_full_bridge,0.21052631578947367,0.875,0,0.33,0.53,differential,188.94105263157894
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.33,0.33,equal,174.9871052631579
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.33,0.53,differential,136.5061052631579
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.33,0.33,equal,119.72947368421046
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.33,0.53,differential,84.07115789473687
suitability_full_bridge,0.21052631578947367,0.875,1,0.33,0.33,equal,46.052631578947285
suitability_full_bridge,0.21052631578947367,0.875,1,0.33,0.53,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.34,0.34,equal,235.82631578947368
suitability_full_bridge,0.21052631578947367,0.875,0,0.34,0.54,differential,194.0442105263158
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.34,0.34,equal,178.89421052631576
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.34,0.54,differential,140.07831578947366
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.34,0.34,equal,121.96210526315781
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.34,0.54,differential,86.11242105263159
suitability_full_bridge,0.21052631578947367,0.875,1,0.34,0.34,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.34,0.54,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.35,0.35,equal,241.4078947368421
suitability_full_bridge,0.21052631578947367,0.875,0,0.35,0.55,differential,199.14736842105262
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.35,0.35,equal,182.80131578947373
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.35,0.55,differential,143.65052631578953
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.35,0.35,equal,124.19473684210516
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.35,0.55,differential,88.15368421052631
suitability_full_bridge,0.21052631578947367,0.875,1,0.35,0.35,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.35,0.55,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.36,0.36,equal,246.9894736842105
suitability_full_bridge,0.21052631578947367,0.875,0,0.36,0.56,differential,204.25052631578944
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.36,0.36,equal,186.7084210526316
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.36,0.56,differential,147.2227368421053
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.36,0.36,equal,126.4273684210525
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.36,0.56,differential,90.19494736842103
suitability_full_bridge,0.21052631578947367,0.875,1,0.36,0.36,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.36,0.56,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.37,0.37,equal,252.57105263157888
suitability_full_bridge,0.21052631578947367,0.875,0,0.37,0.5700000000000001,differential,209.35368421052624
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.37,0.37,equal,190.61552631578945
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.37,0.5700000000000001,differential,150.79494736842105
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.37,0.37,equal,128.65999999999985
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.37,0.5700000000000001,differential,92.23621052631574
suitability_full_bridge,0.21052631578947367,0.875,1,0.37,0.37,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.37,0.5700000000000001,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.38,0.38,equal,258.15263157894736
suitability_full_bridge,0.21052631578947367,0.875,0,0.38,0.5800000000000001,differential,214.45684210526315
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.38,0.38,equal,194.52263157894743
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.38,0.5800000000000001,differential,154.3671578947368
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.38,0.38,equal,130.89263157894743
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.38,0.5800000000000001,differential,94.27747368421069
suitability_full_bridge,0.21052631578947367,0.875,1,0.38,0.38,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.38,0.5800000000000001,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.39,0.39,equal,263.7342105263158
suitability_full_bridge,0.21052631578947367,0.875,0,0.39,0.5900000000000001,differential,219.56
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.39,0.39,equal,198.4297368421054
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.39,0.5900000000000001,differential,157.93936842105268
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.39,0.39,equal,133.12526315789478
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.39,0.5900000000000001,differential,96.31873684210518
suitability_full_bridge,0.21052631578947367,0.875,1,0.39,0.39,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.39,0.5900000000000001,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.4,0.4,equal,269.3157894736842
suitability_full_bridge,0.21052631578947367,0.875,0,0.4,0.6000000000000001,differential,224.66315789473683
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.4,0.4,equal,202.33684210526314
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.4,0.6000000000000001,differential,161.51157894736832
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.4,0.4,equal,135.3578947368419
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.4,0.6000000000000001,differential,98.35999999999967
suitability_full_bridge,0.21052631578947367,0.875,1,0.4,0.4,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.4,0.6000000000000001,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.41,0.41,equal,274.89736842105265
suitability_full_bridge,0.21052631578947367,0.875,0,0.41,0.61,differential,229.7663157894737
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.41,0.41,equal,206.24394736842112
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.41,0.61,differential,165.0837894736842
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.41,0.41,equal,137.59052631578948
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.41,0.61,differential,100.40126315789462
suitability_full_bridge,0.21052631578947367,0.875,1,0.41,0.41,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.41,0.61,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.42,0.42,equal,280.478947368421
suitability_full_bridge,0.21052631578947367,0.875,0,0.42,0.62,differential,234.86947368421048
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.42,0.42,equal,210.15105263157886
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.42,0.62,differential,168.65599999999995
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.42,0.42,equal,139.82315789473682
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.42,0.62,differential,102.44252631578934
suitability_full_bridge,0.21052631578947367,0.875,1,0.42,0.42,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.42,0.62,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.43,0.43,equal,286.06052631578945
suitability_full_bridge,0.21052631578947367,0.875,0,0.43,0.63,differential,239.97263157894736
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.43,0.43,equal,214.05815789473695
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.43,0.63,differential,172.22821052631593
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.43,0.43,equal,142.0557894736844
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.43,0.63,differential,104.48378947368428
suitability_full_bridge,0.21052631578947367,0.875,1,0.43,0.43,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.43,0.63,differential,14.157894736841627
suitability_full_bridge,0.21052631578947367,0.875,0,0.44,0.44,equal,291.6421052631579
suitability_full_bridge,0.21052631578947367,0.875,0,0.44,0.64,differential,245.0757894736842
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.44,0.44,equal,217.9652631578947
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.44,0.64,differential,175.80042105263158
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.44,0.44,equal,144.28842105263175
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.44,0.64,differential,106.525052631579
suitability_full_bridge,0.21052631578947367,0.875,1,0.44,0.44,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.44,0.64,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.45,0.45,equal,297.2236842105263
suitability_full_bridge,0.21052631578947367,0.875,0,0.45,0.65,differential,250.17894736842103
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.45,0.45,equal,221.87236842105256
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.45,0.65,differential,179.37263157894733
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.45,0.45,equal,146.52105263157887
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.45,0.65,differential,108.56631578947349
suitability_full_bridge,0.21052631578947367,0.875,1,0.45,0.45,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.45,0.65,differential,14.157894736841627
suitability_full_bridge,0.21052631578947367,0.875,0,0.46,0.46,equal,302.80526315789473
suitability_full_bridge,0.21052631578947367,0.875,0,0.46,0.66,differential,255.2821052631579
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.46,0.46,equal,225.77947368421053
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.46,0.66,differential,182.9448421052632
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.46,0.46,equal,148.75368421052622
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.46,0.66,differential,110.60757894736821
suitability_full_bridge,0.21052631578947367,0.875,1,0.46,0.46,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.46,0.66,differential,14.157894736841627
suitability_full_bridge,0.21052631578947367,0.875,0,0.47,0.47,equal,308.3868421052631
suitability_full_bridge,0.21052631578947367,0.875,0,0.47,0.6699999999999999,differential,260.38526315789466
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.47,0.47,equal,229.68657894736828
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.47,0.6699999999999999,differential,186.51705263157885
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.47,0.47,equal,150.98631578947357
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.47,0.6699999999999999,differential,112.64884210526293
suitability_full_bridge,0.21052631578947367,0.875,1,0.47,0.47,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.47,0.6699999999999999,differential,14.157894736841627
suitability_full_bridge,0.21052631578947367,0.875,0,0.48,0.48,equal,313.9684210526315
suitability_full_bridge,0.21052631578947367,0.875,0,0.48,0.6799999999999999,differential,265.48842105263157
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.48,0.48,equal,233.59368421052625
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.48,0.6799999999999999,differential,190.08926315789472
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.48,0.48,equal,153.2189473684209
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.48,0.6799999999999999,differential,114.69010526315765
suitability_full_bridge,0.21052631578947367,0.875,1,0.48,0.48,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.48,0.6799999999999999,differential,14.157894736841627
suitability_full_bridge,0.21052631578947367,0.875,0,0.49,0.49,equal,319.55
suitability_full_bridge,0.21052631578947367,0.875,0,0.49,0.69,differential,270.5915789473684
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.49,0.49,equal,237.5007894736841
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.49,0.69,differential,193.66147368421036
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.49,0.49,equal,155.4515789473685
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.49,0.69,differential,116.7313684210526
suitability_full_bridge,0.21052631578947367,0.875,1,0.49,0.49,equal,46.05263157894751
suitability_full_bridge,0.21052631578947367,0.875,1,0.49,0.69,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.5,0.5,equal,325.13157894736844
suitability_full_bridge,0.21052631578947367,0.875,0,0.5,0.7,differential,275.69473684210527
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.5,0.5,equal,241.40789473684197
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.5,0.7,differential,197.23368421052612
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.5,0.5,equal,157.68421052631538
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.5,0.7,differential,118.77263157894708
suitability_full_bridge,0.21052631578947367,0.875,1,0.5,0.5,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.5,0.7,differential,14.157894736841627
suitability_full_bridge,0.21052631578947367,0.875,0,0.51,0.51,equal,330.7131578947368
suitability_full_bridge,0.21052631578947367,0.875,0,0.51,0.71,differential,280.7978947368421
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.51,0.51,equal,245.31499999999994
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.51,0.71,differential,200.805894736842
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.51,0.51,equal,159.91684210526296
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.51,0.71,differential,120.81389473684203
suitability_full_bridge,0.21052631578947367,0.875,1,0.51,0.51,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.51,0.71,differential,14.157894736841627
suitability_full_bridge,0.21052631578947367,0.875,0,0.52,0.52,equal,336.29473684210524
suitability_full_bridge,0.21052631578947367,0.875,0,0.52,0.72,differential,285.9010526315789
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.52,0.52,equal,249.22210526315803
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.52,0.72,differential,204.37810526315798
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.52,0.52,equal,162.14947368421053
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.52,0.72,differential,122.85515789473698
suitability_full_bridge,0.21052631578947367,0.875,1,0.52,0.52,equal,46.05263157894751
suitability_full_bridge,0.21052631578947367,0.875,1,0.52,0.72,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.53,0.53,equal,341.87631578947367
suitability_full_bridge,0.21052631578947367,0.875,0,0.53,0.73,differential,291.0042105263158
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.53,0.53,equal,253.12921052631577
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.53,0.73,differential,207.9503157894735
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.53,0.53,equal,164.38210526315765
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.53,0.73,differential,124.89642105263147
suitability_full_bridge,0.21052631578947367,0.875,1,0.53,0.53,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.53,0.73,differential,14.157894736841627
suitability_full_bridge,0.21052631578947367,0.875,0,0.54,0.54,equal,347.4578947368421
suitability_full_bridge,0.21052631578947367,0.875,0,0.54,0.74,differential,296.1073684210526
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.54,0.54,equal,257.0363157894735
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.54,0.74,differential,211.52252631578926
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.54,0.54,equal,166.614736842105
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.54,0.74,differential,126.93768421052619
suitability_full_bridge,0.21052631578947367,0.875,1,0.54,0.54,equal,46.05263157894751
suitability_full_bridge,0.21052631578947367,0.875,1,0.54,0.74,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.55,0.55,equal,353.0394736842106
suitability_full_bridge,0.21052631578947367,0.875,0,0.55,0.75,differential,301.2105263157895
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.55,0.55,equal,260.9434210526317
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.55,0.75,differential,215.09473684210525
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.55,0.55,equal,168.84736842105235
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.55,0.75,differential,128.9789473684209
suitability_full_bridge,0.21052631578947367,0.875,1,0.55,0.55,equal,46.05263157894751
suitability_full_bridge,0.21052631578947367,0.875,1,0.55,0.75,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.56,0.56,equal,358.621052631579
suitability_full_bridge,0.21052631578947367,0.875,0,0.56,0.76,differential,306.31368421052633
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.56,0.56,equal,264.85052631578947
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.56,0.76,differential,218.666947368421
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.56,0.56,equal,171.07999999999993
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.56,0.76,differential,131.02021052631562
suitability_full_bridge,0.21052631578947367,0.875,1,0.56,0.56,equal,46.05263157894751
suitability_full_bridge,0.21052631578947367,0.875,1,0.56,0.76,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.57,0.57,equal,364.2026315789474
suitability_full_bridge,0.21052631578947367,0.875,0,0.57,0.77,differential,311.41684210526313
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.57,0.57,equal,268.7576315789472
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.57,0.77,differential,222.23915789473676
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.57,0.57,equal,173.31263157894728
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.57,0.77,differential,133.06147368421034
suitability_full_bridge,0.21052631578947367,0.875,1,0.57,0.57,equal,46.05263157894751
suitability_full_bridge,0.21052631578947367,0.875,1,0.57,0.77,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.58,0.58,equal,369.78421052631575
suitability_full_bridge,0.21052631578947367,0.875,0,0.58,0.78,differential,316.5199999999999
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.58,0.58,equal,272.6647368421052
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.58,0.78,differential,225.81136842105252
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.58,0.58,equal,175.54526315789462
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.58,0.78,differential,135.10273684210506
suitability_full_bridge,0.21052631578947367,0.875,1,0.58,0.58,equal,46.05263157894797
suitability_full_bridge,0.21052631578947367,0.875,1,0.58,0.78,differential,14.157894736842536
suitability_full_bridge,0.21052631578947367,0.875,0,0.59,0.59,equal,375.3657894736841
suitability_full_bridge,0.21052631578947367,0.875,0,0.59,0.79,differential,321.6231578947368
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.59,0.59,equal,276.57184210526316
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.59,0.79,differential,229.3835789473685
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.59,0.59,equal,177.77789473684197
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.59,0.79,differential,137.14399999999978
suitability_full_bridge,0.21052631578947367,0.875,1,0.59,0.59,equal,46.05263157894751
suitability_full_bridge,0.21052631578947367,0.875,1,0.59,0.79,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.6,0.6,equal,380.9473684210526
suitability_full_bridge,0.21052631578947367,0.875,0,0.6,0.8,differential,326.7263157894737
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.6,0.6,equal,280.47894736842113
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.6,0.8,differential,232.9557894736845
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.6,0.6,equal,180.01052631578978
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.6,0.8,differential,139.18526315789495
suitability_full_bridge,0.21052631578947367,0.875,1,0.6,0.6,equal,46.05263157894751
suitability_full_bridge,0.21052631578947367,0.875,1,0.6,0.8,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.61,0.61,equal,386.5289473684211
suitability_full_bridge,0.21052631578947367,0.875,0,0.61,0.81,differential,331.82947368421054
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.61,0.61,equal,284.3860526315791
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.61,0.81,differential,236.52800000000002
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.61,0.61,equal,182.24315789473667
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.61,0.81,differential,141.22652631578922
suitability_full_bridge,0.21052631578947367,0.875,1,0.61,0.61,equal,46.05263157894797
suitability_full_bridge,0.21052631578947367,0.875,1,0.61,0.81,differential,14.157894736842536
suitability_full_bridge,0.21052631578947367,0.875,0,0.62,0.62,equal,392.11052631578946
suitability_full_bridge,0.21052631578947367,0.875,0,0.62,0.8200000000000001,differential,336.93263157894734
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.62,0.62,equal,288.2931578947366
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.62,0.8200000000000001,differential,240.10021052631555
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.62,0.62,equal,184.47578947368402
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.62,0.8200000000000001,differential,143.26778947368393
suitability_full_bridge,0.21052631578947367,0.875,1,0.62,0.62,equal,46.05263157894797
suitability_full_bridge,0.21052631578947367,0.875,1,0.62,0.8200000000000001,differential,14.157894736842536
suitability_full_bridge,0.21052631578947367,0.875,0,0.63,0.63,equal,397.6921052631579
suitability_full_bridge,0.21052631578947367,0.875,0,0.63,0.8300000000000001,differential,342.0357894736842
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.63,0.63,equal,292.2002631578946
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.63,0.8300000000000001,differential,243.6724210526313
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.63,0.63,equal,186.70842105263137
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.63,0.8300000000000001,differential,145.30905263157865
suitability_full_bridge,0.21052631578947367,0.875,1,0.63,0.63,equal,46.05263157894751
suitability_full_bridge,0.21052631578947367,0.875,1,0.63,0.8300000000000001,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.64,0.64,equal,403.27368421052626
suitability_full_bridge,0.21052631578947367,0.875,0,0.64,0.8400000000000001,differential,347.13894736842093
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.64,0.64,equal,296.10736842105257
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.64,0.8400000000000001,differential,247.2446315789473
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.64,0.64,equal,188.9410526315787
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.64,0.8400000000000001,differential,147.35031578947337
suitability_full_bridge,0.21052631578947367,0.875,1,0.64,0.64,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.64,0.8400000000000001,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.65,0.65,equal,408.85526315789474
suitability_full_bridge,0.21052631578947367,0.875,0,0.65,0.8500000000000001,differential,352.24210526315784
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.65,0.65,equal,300.01447368421054
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.65,0.8500000000000001,differential,250.81684210526305
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.65,0.65,equal,191.17368421052606
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.65,0.8500000000000001,differential,149.3915789473681
suitability_full_bridge,0.21052631578947367,0.875,1,0.65,0.65,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.65,0.8500000000000001,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.66,0.66,equal,414.43684210526317
suitability_full_bridge,0.21052631578947367,0.875,0,0.66,0.8600000000000001,differential,357.34526315789475
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.66,0.66,equal,303.9215789473683
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.66,0.8600000000000001,differential,254.3890526315788
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.66,0.66,equal,193.40631578947387
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.66,0.8600000000000001,differential,151.43284210526326
suitability_full_bridge,0.21052631578947367,0.875,1,0.66,0.66,equal,46.05263157894706
suitability_full_bridge,0.21052631578947367,0.875,1,0.66,0.8600000000000001,differential,14.157894736842081
suitability_full_bridge,0.21052631578947367,0.875,0,0.67,0.67,equal,420.0184210526316
suitability_full_bridge,0.21052631578947367,0.875,0,0.67,0.8700000000000001,differential,362.4484210526316
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.67,0.67,equal,307.82868421052626
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.67,0.8700000000000001,differential,257.96126315789456
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.67,0.67,equal,195.63894736842076
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.67,0.8700000000000001,differential,153.47410526315753
suitability_full_bridge,0.21052631578947367,0.875,1,0.67,0.67,equal,46.05263157894751
suitability_full_bridge,0.21052631578947367,0.875,1,0.67,0.8700000000000001,differential,14.157894736842536
suitability_full_bridge,0.21052631578947367,0.875,0,0.68,0.68,equal,425.59999999999997
suitability_full_bridge,0.21052631578947367,0.875,0,0.68,0.8800000000000001,differential,367.5515789473684
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.68,0.68,equal,311.73578947368424
suitability_full_bridge,0.21052631578947367,0.875,0.3,0.68,0.8800000000000001,differential,261.53347368421055
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.68,0.68,equal,197.87157894736856
suitability_full_bridge,0.21052631578947367,0.875,0.6,0.68,0.8800000000000001,differential,155.5153684210527
suitability_full_bridge,0.21052631578947367,0.875,1,0.68,0.68,equal,46.05263157894751
suitability_full_bridge,0.21052631578947367,0.875,1,0.68,0.8800000000000001,differential,14.157894736841627
